energy,tempo,danceability,playlist_genre,loudness,liveness,valence,track_artist,time_signature,speechiness,track_popularity,track_href,uri,track_album_name,playlist_name,analysis_url,track_id,track_name,track_album_release_date,instrumentalness,track_album_id,mode,key,duration_ms,acousticness,id,playlist_subgenre,type,playlist_id
0.807,155.397,0.525,electronic,-6.366,0.0504,0.741,Zaz,4,0.0725,68,https://api.spotify.com/v1/tracks/734dz1YaFITwawPpM25fSt,spotify:track:734dz1YaFITwawPpM25fSt,Zaz,French Touch,https://api.spotify.com/v1/audio-analysis/734dz1YaFITwawPpM25fSt,734dz1YaFITwawPpM25fSt,Je veux,2010-05-10,0.0,6MuoqipFgorIZEYwGWEFAU,0,2,215933,0.251,734dz1YaFITwawPpM25fSt,french,audio_features,58zteW83Lvl8e158fCCFVN
0.662,124.149,0.729,pop,-7.191,0.305,0.359,"Stardust, Benjamin Diamond, Alan Braxe, Thomas Bangalter",4,0.337,72,https://api.spotify.com/v1/tracks/1mv4lh1rW1K6xhxhJmEezy,spotify:track:1mv4lh1rW1K6xhxhJmEezy,Music Sounds Better With You,Throwback Party,https://api.spotify.com/v1/audio-analysis/1mv4lh1rW1K6xhxhJmEezy,1mv4lh1rW1K6xhxhJmEezy,Music Sounds Better With You - Radio Edit,1998-07-20,0.208,7Kusf5plZjl76X5ARWJbNO,0,5,260907,0.00128,1mv4lh1rW1K6xhxhJmEezy,throwback,audio_features,37i9dQZF1DX7F6T2n2fegs
0.529,75.515,0.551,pop,-10.469,0.178,0.521,Mac DeMarco,4,0.0517,80,https://api.spotify.com/v1/tracks/2R4AlwtrrkMaRKojcTIzmL,spotify:track:2R4AlwtrrkMaRKojcTIzmL,This Old Dog,Bedroom Pop,https://api.spotify.com/v1/audio-analysis/2R4AlwtrrkMaRKojcTIzmL,2R4AlwtrrkMaRKojcTIzmL,For the First Time,2017-05-05,0.0093,4NNq2vwTapv4fSJcrZbPH7,0,5,182307,0.296,2R4AlwtrrkMaRKojcTIzmL,bedroom,audio_features,37i9dQZF1DXcxvFzl58uP7
0.622,130.001,0.847,arabic,-6.747,0.285,0.22,Gunna,4,0.0903,82,https://api.spotify.com/v1/tracks/4rXLjWdF2ZZpXCVTfWcshS,spotify:track:4rXLjWdF2ZZpXCVTfWcshS,a Gift & a Curse,Arab X,https://api.spotify.com/v1/audio-analysis/4rXLjWdF2ZZpXCVTfWcshS,4rXLjWdF2ZZpXCVTfWcshS,fukumean,2023-06-16,0.0,5qmZefgh78fN3jsyPPlvuw,0,1,125040,0.119,4rXLjWdF2ZZpXCVTfWcshS,modern,audio_features,3gZgGRvDn9tTUy8n7699pD
0.812,100.049,0.455,afrobeats,-3.455,,0.823,"Darkoo, Rema",4,0.211,68,https://api.spotify.com/v1/tracks/2irQkcW7o3v0tZoGZrtUsO,spotify:track:2irQkcW7o3v0tZoGZrtUsO,Favourite Girl (with Rema),Afro Hits,https://api.spotify.com/v1/audio-analysis/2irQkcW7o3v0tZoGZrtUsO,2irQkcW7o3v0tZoGZrtUsO,Favourite Girl (with Rema),2024-08-08,0.0,4TFhO9eXlG7Xb4RzSz5tOU,1,8,184249,0.372,2irQkcW7o3v0tZoGZrtUsO,nigerian,audio_features,37i9dQZF1DWX0o6sD1a6P5
0.484,133.03,0.93,hip-hop,-5.486,0.0922,0.747,"WIU, Teto",4,0.259,70,https://api.spotify.com/v1/tracks/0VybBobSYSzliyEJ1VqwGR,spotify:track:0VybBobSYSzliyEJ1VqwGR,Problemas de um Milionário,Trap,https://api.spotify.com/v1/audio-analysis/0VybBobSYSzliyEJ1VqwGR,0VybBobSYSzliyEJ1VqwGR,Problemas de um Milionário,2024-04-10,6.84e-05,37xAMiTNitGXNdcm6v7ZJu,1,2,144361,0.355,0VybBobSYSzliyEJ1VqwGR,trap,audio_features,37i9dQZF1EIhshGKK0SEkb
0.88,130.085,0.588,electronic,-5.15,,0.523,"Alok, Bebe Rexha",4,0.0354,68,https://api.spotify.com/v1/tracks/0sftzYE0YgPHXrvJyUyGjB,spotify:track:0sftzYE0YgPHXrvJyUyGjB,Deep In Your Love,Techno Bunker,https://api.spotify.com/v1/audio-analysis/0sftzYE0YgPHXrvJyUyGjB,0sftzYE0YgPHXrvJyUyGjB,Deep In Your Love,2024-01-12,6.89e-05,3QkffLjHLnGMUgMAvrOgrs,1,7,144649,0.0243,0sftzYE0YgPHXrvJyUyGjB,techno,audio_features,37i9dQZF1DX4uPi2roRUwU
0.48,143.029,0.846,arabic,-8.618,0.0989,0.419,"Lil Durk, Lil Baby, Polo G",4,0.359,68,https://api.spotify.com/v1/tracks/6Tguhaf2uAe6OjRLsR2Tql,spotify:track:6Tguhaf2uAe6OjRLsR2Tql,Just Cause Y'all Waited 2,Arab X,https://api.spotify.com/v1/audio-analysis/6Tguhaf2uAe6OjRLsR2Tql,6Tguhaf2uAe6OjRLsR2Tql,3 Headed Goat (feat. Lil Baby & Polo G),2020-05-08,0.0,3D4bwVn4Wp8Za0Amkyd5I5,0,8,169532,0.269,6Tguhaf2uAe6OjRLsR2Tql,modern,audio_features,3gZgGRvDn9tTUy8n7699pD
0.772,128.168,0.766,pop,-9.362,,0.919,Depeche Mode,4,0.0353,74,https://api.spotify.com/v1/tracks/0qi4b1l0eT3jpzeNHeFXDT,spotify:track:0qi4b1l0eT3jpzeNHeFXDT,Speak and Spell (Deluxe),Throwback Party,https://api.spotify.com/v1/audio-analysis/0qi4b1l0eT3jpzeNHeFXDT,0qi4b1l0eT3jpzeNHeFXDT,Just Can't Get Enough,1981-11-02,0.0584,0Zp2eVzR9FW6lKX05lRpcu,1,0,220893,0.403,0qi4b1l0eT3jpzeNHeFXDT,throwback,audio_features,37i9dQZF1DX7F6T2n2fegs
0.487,114.965,0.73,rock,-10.991,0.0852,0.731,Fleetwood Mac,4,0.0303,79,https://api.spotify.com/v1/tracks/254bXAqt3zP6P50BdQvEsq,spotify:track:254bXAqt3zP6P50BdQvEsq,Tango In the Night (Deluxe Edition),Rock Classics,https://api.spotify.com/v1/audio-analysis/254bXAqt3zP6P50BdQvEsq,254bXAqt3zP6P50BdQvEsq,Everywhere - 2017 Remaster,1987-04-13,0.01,4AsXQ17Arq1cUVoa9dKJ3F,1,4,226653,0.258,254bXAqt3zP6P50BdQvEsq,classic,audio_features,37i9dQZF1DWXRqgorJj26U
0.781,119.977,0.751,electronic,-3.724,,0.814,Taio Cruz,4,0.0862,72,https://api.spotify.com/v1/tracks/2CEgGE6aESpnmtfiZwYlbV,spotify:track:2CEgGE6aESpnmtfiZwYlbV,The Rokstarr Hits Collection,EDM Hits,https://api.spotify.com/v1/audio-analysis/2CEgGE6aESpnmtfiZwYlbV,2CEgGE6aESpnmtfiZwYlbV,Dynamite,2010-01-01,0.0,0eGvq1J5Ke7VlLLOYIlY4k,1,4,202613,0.0039,2CEgGE6aESpnmtfiZwYlbV,modern,audio_features,37i9dQZF1DX3Kdv0IChEm9
0.56,134.066,0.853,pop,-4.961,0.0944,0.86,Bruno Mars,4,0.0406,88,https://api.spotify.com/v1/tracks/0KKkJNfGyhkQ5aFogxQAPU,spotify:track:0KKkJNfGyhkQ5aFogxQAPU,24K Magic,Global Top 50,https://api.spotify.com/v1/audio-analysis/0KKkJNfGyhkQ5aFogxQAPU,0KKkJNfGyhkQ5aFogxQAPU,That's What I Like,2016-11-17,0.0,4PgleR09JVnm3zY1fW3XBA,1,1,206693,0.013,0KKkJNfGyhkQ5aFogxQAPU,global,audio_features,37i9dQZEVXbMDoHDwVN2tF
0.91,130.032,0.528,electronic,-7.309,0.0938,0.137,Pastel Ghost,4,0.0366,73,https://api.spotify.com/v1/tracks/7fqjWHXf330QwnfaAWB2Dr,spotify:track:7fqjWHXf330QwnfaAWB2Dr,Abyss,Vaporwave Essentials,https://api.spotify.com/v1/audio-analysis/7fqjWHXf330QwnfaAWB2Dr,7fqjWHXf330QwnfaAWB2Dr,Dark Beach,2015-03-10,0.764,2FQieUp8BxPN7OR8fE76TE,0,9,222000,0.346,7fqjWHXf330QwnfaAWB2Dr,vaporwave,audio_features,37i9dQZF1EIdOtkojz5FWw
0.763,148.366,0.365,metal,-9.45,0.0865,0.342,Danzig,4,0.0591,69,https://api.spotify.com/v1/tracks/7txxAtOMwLLnQTpKeBL6bp,spotify:track:7txxAtOMwLLnQTpKeBL6bp,Danzig,Metal Essentials,https://api.spotify.com/v1/audio-analysis/7txxAtOMwLLnQTpKeBL6bp,7txxAtOMwLLnQTpKeBL6bp,Mother,1988-01-01,0.000457,3elIDlrTtrgKfbxYVgp3uW,0,11,204867,0.00726,7txxAtOMwLLnQTpKeBL6bp,classic,audio_features,37i9dQZF1DWWOaP4H0w5b0
0.7,188.386,0.31,rock,-5.678,0.0828,0.763,AC/DC,4,0.047,83,https://api.spotify.com/v1/tracks/08mG3Y1vljYA6bvDt4Wqkj,spotify:track:08mG3Y1vljYA6bvDt4Wqkj,Back In Black,Rock Classics,https://api.spotify.com/v1/audio-analysis/08mG3Y1vljYA6bvDt4Wqkj,08mG3Y1vljYA6bvDt4Wqkj,Back In Black,1980-07-25,0.00965,6mUdeDZCsExyJLMdAfDuwh,1,9,255493,0.011,08mG3Y1vljYA6bvDt4Wqkj,classic,audio_features,37i9dQZF1DWXRqgorJj26U
0.775,136.02,0.52,punk,-5.803,,0.383,blink-182,4,0.0348,71,https://api.spotify.com/v1/tracks/6xpDh0dXrkVp0Po1qrHUd8,spotify:track:6xpDh0dXrkVp0Po1qrHUd8,Enema Of The State,Pop Punk Powerhouses,https://api.spotify.com/v1/audio-analysis/6xpDh0dXrkVp0Po1qrHUd8,6xpDh0dXrkVp0Po1qrHUd8,Adam's Song,1999-06-01,0.0,652N05EcNH1a4bIlUixQE2,1,0,249627,0.034,6xpDh0dXrkVp0Po1qrHUd8,pop punk,audio_features,72GgLgQ63eUHG3CyCv42Ju
0.647,117.737,0.581,electronic,-7.335,0.304,0.257,"Kronan, Nyaruach, Bakermat",4,0.0614,73,https://api.spotify.com/v1/tracks/0GT2hQQ6mdHeW0AZDl5NlJ,spotify:track:0GT2hQQ6mdHeW0AZDl5NlJ,Gatluak (Bakermat Remix),Techno Bunker,https://api.spotify.com/v1/audio-analysis/0GT2hQQ6mdHeW0AZDl5NlJ,0GT2hQQ6mdHeW0AZDl5NlJ,Gatluak - Bakermat Remix,2021-07-23,0.0502,1XVR96ao2iSG3yDGr1a1rN,0,11,139384,0.0778,0GT2hQQ6mdHeW0AZDl5NlJ,techno,audio_features,37i9dQZF1DX4uPi2roRUwU
0.563,105.008,0.833,pop,-5.593,0.139,0.343,"Rauw Alejandro, Bad Bunny",4,0.204,82,https://api.spotify.com/v1/tracks/0l0vcZMU7AOeQmUIREoI2U,spotify:track:0l0vcZMU7AOeQmUIREoI2U,Cosa Nuestra,Today's Top Hits,https://api.spotify.com/v1/audio-analysis/0l0vcZMU7AOeQmUIREoI2U,0l0vcZMU7AOeQmUIREoI2U,Qué Pasaría...,2024-11-15,1.27e-05,0aX0UXrHG2ceYIxTQcqJdA,0,4,182857,0.528,0l0vcZMU7AOeQmUIREoI2U,mainstream,audio_features,37i9dQZF1DXcBWIGoYBM5M
0.463,125.15,0.562,ambient,-7.478,0.157,0.416,Tems,5,0.0787,72,https://api.spotify.com/v1/tracks/2mzM4Y0Rnx2BDZqRnhQ5Q6,spotify:track:2mzM4Y0Rnx2BDZqRnhQ5Q6,For Broken Ears,Meditative Vibes,https://api.spotify.com/v1/audio-analysis/2mzM4Y0Rnx2BDZqRnhQ5Q6,2mzM4Y0Rnx2BDZqRnhQ5Q6,Free Mind,2020-09-25,0.000145,2sU8ByeYc5BOBFNDr58CGV,1,6,247579,0.442,2mzM4Y0Rnx2BDZqRnhQ5Q6,meditative,audio_features,3kEpLybbAlVUVimW5Evijb
0.813,125.91,0.513,electronic,-2.744,0.258,0.355,"David Guetta, Alesso, Madison Love",4,0.0335,77,https://api.spotify.com/v1/tracks/7K1BLb6MpvKuGEPpHw35mO,spotify:track:7K1BLb6MpvKuGEPpHw35mO,Never Going Home Tonight (feat. Madison Love),Techno Bunker,https://api.spotify.com/v1/audio-analysis/7K1BLb6MpvKuGEPpHw35mO,7K1BLb6MpvKuGEPpHw35mO,Never Going Home Tonight (feat. Madison Love),2024-09-06,0.0,0tn39dXCidefjSr5PqXbcX,1,5,164285,0.28,7K1BLb6MpvKuGEPpHw35mO,techno,audio_features,37i9dQZF1DX4uPi2roRUwU
0.814,144.991,0.625,hip-hop,-5.181,0.158,0.535,"Juice WRLD, Marshmello",4,0.0657,75,https://api.spotify.com/v1/tracks/2Y0wPrPQBrGhoLn14xRYCG,spotify:track:2Y0wPrPQBrGhoLn14xRYCG,Legends Never Die,Melodic Rap,https://api.spotify.com/v1/audio-analysis/2Y0wPrPQBrGhoLn14xRYCG,2Y0wPrPQBrGhoLn14xRYCG,Come & Go (with Marshmello),2020-07-10,0.0,6n9DKpOxwifT5hOXtgLZSL,1,0,205485,0.0172,2Y0wPrPQBrGhoLn14xRYCG,melodic,audio_features,37i9dQZF1EIgLJJI0PCAq9
0.529,161.989,0.671,hip-hop,-7.226,0.0856,0.203,Juice WRLD,4,0.307,83,https://api.spotify.com/v1/tracks/4VXIryQMWpIdGgYR4TrjT1,spotify:track:4VXIryQMWpIdGgYR4TrjT1,Goodbye & Good Riddance,Melodic Rap,https://api.spotify.com/v1/audio-analysis/4VXIryQMWpIdGgYR4TrjT1,4VXIryQMWpIdGgYR4TrjT1,All Girls Are The Same,2018-12-10,0.000335,6tkjU4Umpo79wwkgPMV3nZ,1,0,165820,0.0769,4VXIryQMWpIdGgYR4TrjT1,melodic,audio_features,37i9dQZF1EIgLJJI0PCAq9
0.578,167.985,0.724,latin,-7.117,0.0943,0.757,"Mora, SAIKO",4,0.0819,71,https://api.spotify.com/v1/tracks/0QRHOAeU8JRaVVn3UoZBih,spotify:track:0QRHOAeU8JRaVVn3UoZBih,ESTRELLA,Reggaeton Hits,https://api.spotify.com/v1/audio-analysis/0QRHOAeU8JRaVVn3UoZBih,0QRHOAeU8JRaVVn3UoZBih,REINA,2023-08-28,1.06e-06,0SoJvPHbKVhvmVJOp3kzp3,1,10,211879,0.632,0QRHOAeU8JRaVVn3UoZBih,reggaeton,audio_features,50RFc7X949cZs4CHZ4fPDe
0.643,76.979,0.601,rock,-4.581,0.283,0.387,Juanes,4,0.0272,70,https://api.spotify.com/v1/tracks/6QdwofpqDvvNxX88C9A0iQ,spotify:track:6QdwofpqDvvNxX88C9A0iQ,Mi Sangre,Spanish Rock Classics,https://api.spotify.com/v1/audio-analysis/6QdwofpqDvvNxX88C9A0iQ,6QdwofpqDvvNxX88C9A0iQ,Nada Valgo Sin Tu Amor,2004-01-01,0.0,2HbvQeJXke68tjwOcsj8ne,1,0,196360,0.155,6QdwofpqDvvNxX88C9A0iQ,spanish,audio_features,4pJvzaBmfEjNSEva1k2fkD
0.863,136.302,0.723,rock,-7.89,0.128,0.931,The Rolling Stones,4,0.0338,76,https://api.spotify.com/v1/tracks/2PzU4IB8Dr6mxV3lHuaG34,spotify:track:2PzU4IB8Dr6mxV3lHuaG34,Out Of Our Heads,Rock Classics,https://api.spotify.com/v1/audio-analysis/2PzU4IB8Dr6mxV3lHuaG34,2PzU4IB8Dr6mxV3lHuaG34,(I Can't Get No) Satisfaction - Mono Version,1965-07-30,0.0317,2Q5MwpTmtjscaS34mJFXQQ,1,2,222813,0.0383,2PzU4IB8Dr6mxV3lHuaG34,classic,audio_features,37i9dQZF1DWXRqgorJj26U
0.745,165.995,0.808,gaming,-5.26,0.292,0.829,"Eminem, Juice WRLD",4,0.342,81,https://api.spotify.com/v1/tracks/7FIWs0pqAYbP91WWM0vlTQ,spotify:track:7FIWs0pqAYbP91WWM0vlTQ,Music To Be Murdered By,Top Gaming Tracks,https://api.spotify.com/v1/audio-analysis/7FIWs0pqAYbP91WWM0vlTQ,7FIWs0pqAYbP91WWM0vlTQ,Godzilla (feat. Juice WRLD),2020-01-17,0.0,4otkd9As6YaxxEkIjXPiZ6,0,10,210800,0.145,7FIWs0pqAYbP91WWM0vlTQ,modern,audio_features,37i9dQZF1DWTyiBJ6yEqeu
0.928,127.939,0.571,pop,-3.725,0.297,0.488,Linkin Park,4,0.0453,78,https://api.spotify.com/v1/tracks/2HBBM75Xv3o2Mqdyh1NcM0,spotify:track:2HBBM75Xv3o2Mqdyh1NcM0,From Zero,Global Top 50,https://api.spotify.com/v1/audio-analysis/2HBBM75Xv3o2Mqdyh1NcM0,2HBBM75Xv3o2Mqdyh1NcM0,Heavy Is the Crown,2024-11-15,0.0,4R6FV9NSzhPihHR0h4pI93,0,4,167012,0.00932,2HBBM75Xv3o2Mqdyh1NcM0,global,audio_features,37i9dQZEVXbMDoHDwVN2tF
0.942,120.0,0.762,electronic,-6.432,,0.038,Lavern,4,0.038,72,https://api.spotify.com/v1/tracks/4SnuG111QPmgwRmlwhJ4Mg,spotify:track:4SnuG111QPmgwRmlwhJ4Mg,Hold Me,Tropical House,https://api.spotify.com/v1/audio-analysis/4SnuG111QPmgwRmlwhJ4Mg,4SnuG111QPmgwRmlwhJ4Mg,Hold Me,2023-03-31,0.764,7osmi3cnYDpPDYflMWa80W,0,9,140000,0.586,4SnuG111QPmgwRmlwhJ4Mg,tropical,audio_features,37i9dQZF1DX0AMssoUKCz7
0.834,139.995,0.783,latin,-4.623,0.0903,0.92,"Clave Especial, Luis R Conriquez",3,0.029,81,https://api.spotify.com/v1/tracks/2ss1LK5Kfnjo5EUaCbsgZM,spotify:track:2ss1LK5Kfnjo5EUaCbsgZM,No Son Doritos,Viva Latino,https://api.spotify.com/v1/audio-analysis/2ss1LK5Kfnjo5EUaCbsgZM,2ss1LK5Kfnjo5EUaCbsgZM,No Son Doritos,2024-08-23,0.000212,22jEQPO95IC1zSs5dJx2qc,0,3,160714,0.539,2ss1LK5Kfnjo5EUaCbsgZM,modern,audio_features,37i9dQZF1DX10zKzsJ2jva
0.411,172.445,0.722,hip-hop,-9.963,0.0976,0.503,"KayBlack, Wall Hein, AMUSIK",3,0.387,70,https://api.spotify.com/v1/tracks/5RHOhXxMVhpEaBcG6hIydA,spotify:track:5RHOhXxMVhpEaBcG6hIydA,Maturidade,Trap,https://api.spotify.com/v1/audio-analysis/5RHOhXxMVhpEaBcG6hIydA,5RHOhXxMVhpEaBcG6hIydA,Maturidade,2022-09-08,0.0,2QWzXzDW94VU4E9KBSJehg,0,2,142026,0.509,5RHOhXxMVhpEaBcG6hIydA,trap,audio_features,37i9dQZF1EIhshGKK0SEkb
0.601,123.994,0.635,pop,-6.129,0.11,0.332,Myles Smith,4,0.0295,88,https://api.spotify.com/v1/tracks/3Vr3zh0r7ALn8VLqCiRR10,spotify:track:3Vr3zh0r7ALn8VLqCiRR10,Stargazing,Today's Top Hits,https://api.spotify.com/v1/audio-analysis/3Vr3zh0r7ALn8VLqCiRR10,3Vr3zh0r7ALn8VLqCiRR10,Stargazing,2024-05-10,0.0,3VNxRarx9HUI5w7DHv0TBj,0,1,172533,0.246,3Vr3zh0r7ALn8VLqCiRR10,mainstream,audio_features,37i9dQZF1DXcBWIGoYBM5M
0.583,181.489,0.432,gaming,-4.682,0.0933,0.544,Benson Boone,4,0.0687,87,https://api.spotify.com/v1/tracks/51eSHglvG1RJXtL3qI5trr,spotify:track:51eSHglvG1RJXtL3qI5trr,Fireworks & Rollerblades,Top Gaming Tracks,https://api.spotify.com/v1/audio-analysis/51eSHglvG1RJXtL3qI5trr,51eSHglvG1RJXtL3qI5trr,Slow It Down,2024-04-05,0.0,168CdR21lfn0TTyw1Pkdcm,1,8,161831,0.174,51eSHglvG1RJXtL3qI5trr,modern,audio_features,37i9dQZF1DWTyiBJ6yEqeu
0.573,140.04,0.911,gaming,-7.43,0.403,0.972,Central Cee,4,0.288,77,https://api.spotify.com/v1/tracks/3LtpKP5abr2qqjunvjlX5i,spotify:track:3LtpKP5abr2qqjunvjlX5i,Doja,Top Gaming Tracks,https://api.spotify.com/v1/audio-analysis/3LtpKP5abr2qqjunvjlX5i,3LtpKP5abr2qqjunvjlX5i,Doja,2022-07-21,0.0,6oECjagksATHu2UaclXrq1,1,6,97393,0.38,3LtpKP5abr2qqjunvjlX5i,modern,audio_features,37i9dQZF1DWTyiBJ6yEqeu
0.879,133.946,0.742,indian,-4.274,0.0981,0.936,"Akon, Hamsika Iyer",4,0.0328,72,https://api.spotify.com/v1/tracks/0EH7sgeiFqDa3eS7ieW2zs,spotify:track:0EH7sgeiFqDa3eS7ieW2zs,Ra-One,Bollywood Workout,https://api.spotify.com/v1/audio-analysis/0EH7sgeiFqDa3eS7ieW2zs,0EH7sgeiFqDa3eS7ieW2zs,Chammak Challo,2011-09-16,7.17e-06,5x2eTJrbEvmOTEcWWWubLy,0,0,227091,0.0696,0EH7sgeiFqDa3eS7ieW2zs,workout,audio_features,37i9dQZF1DX3wwp27Epwn5
0.939,129.024,0.671,electronic,-3.206,,0.53,"Pitbull, AFROJACK, Ne-Yo, Nayer",4,0.161,84,https://api.spotify.com/v1/tracks/4QNpBfC0zvjKqPJcyqBy9W,spotify:track:4QNpBfC0zvjKqPJcyqBy9W,Planet Pit (Deluxe Version),EDM Hits,https://api.spotify.com/v1/audio-analysis/4QNpBfC0zvjKqPJcyqBy9W,4QNpBfC0zvjKqPJcyqBy9W,Give Me Everything (feat. Nayer),2011-06-17,0.0,4rG0MhkU6UojACJxkMHIXB,1,8,252307,0.191,4QNpBfC0zvjKqPJcyqBy9W,modern,audio_features,37i9dQZF1DX3Kdv0IChEm9
0.802,119.25,0.491,rock,-7.106,0.387,0.472,Journey,4,0.0392,72,https://api.spotify.com/v1/tracks/77NNZQSqzLNqh2A9JhLRkg,spotify:track:77NNZQSqzLNqh2A9JhLRkg,The Essential Journey,80s Rock Anthems,https://api.spotify.com/v1/audio-analysis/77NNZQSqzLNqh2A9JhLRkg,77NNZQSqzLNqh2A9JhLRkg,Don't Stop Believin',2001-10-16,0.0,5pfpXvoJtSIFrbPIoBEv3R,1,4,248907,0.25,77NNZQSqzLNqh2A9JhLRkg,80s,audio_features,37i9dQZF1DX1spT6G94GFC
0.691,167.029,0.836,pop,-4.222,0.282,0.703,"GloRilla, Sexyy Red",4,0.363,70,https://api.spotify.com/v1/tracks/4VI2Y5xg4gYynQqNQNQbTN,spotify:track:4VI2Y5xg4gYynQqNQNQbTN,WHATCHU KNO ABOUT ME (with Sexyy Red),Today's Top Hits,https://api.spotify.com/v1/audio-analysis/4VI2Y5xg4gYynQqNQNQbTN,4VI2Y5xg4gYynQqNQNQbTN,WHATCHU KNO ABOUT ME (with Sexyy Red),2024-10-10,0.0,2PzoiaGTcK3NfnMgHFd7QC,1,1,149461,0.00586,4VI2Y5xg4gYynQqNQNQbTN,mainstream,audio_features,37i9dQZF1DXcBWIGoYBM5M
0.318,104.522,0.575,rock,-16.729,0.0934,0.385,Lou Reed,4,0.109,74,https://api.spotify.com/v1/tracks/5p3JunprHCxClJjOmcLV8G,spotify:track:5p3JunprHCxClJjOmcLV8G,Transformer,Rock Classics,https://api.spotify.com/v1/audio-analysis/5p3JunprHCxClJjOmcLV8G,5p3JunprHCxClJjOmcLV8G,Walk On the Wild Side,1972-12-01,0.000202,5SqbMEyAt8332ISGiLX0St,1,0,254173,0.683,5p3JunprHCxClJjOmcLV8G,classic,audio_features,37i9dQZF1DWXRqgorJj26U
0.549,90.04,0.644,blues,-5.415,0.134,0.167,Alicia Keys,4,0.0285,71,https://api.spotify.com/v1/tracks/6IwKcFdiRQZOWeYNhUiWIv,spotify:track:6IwKcFdiRQZOWeYNhUiWIv,As I Am (Expanded Edition),Classic Blues,https://api.spotify.com/v1/audio-analysis/6IwKcFdiRQZOWeYNhUiWIv,6IwKcFdiRQZOWeYNhUiWIv,No One,2007-11-09,8.85e-06,6KlxyxhXEDo1LdheFulN7h,0,1,253813,0.0209,6IwKcFdiRQZOWeYNhUiWIv,classic,audio_features,5arFyak5nEhUf9kpsssXxT
0.8,139.918,0.498,hip-hop,-2.665,0.147,0.272,"Post Malone, Ozzy Osbourne, Travis Scott",4,0.0503,73,https://api.spotify.com/v1/tracks/7CZyCXKG6d5ALeq41sLzbw,spotify:track:7CZyCXKG6d5ALeq41sLzbw,Hollywood's Bleeding,Melodic Rap,https://api.spotify.com/v1/audio-analysis/7CZyCXKG6d5ALeq41sLzbw,7CZyCXKG6d5ALeq41sLzbw,Take What You Want (feat. Ozzy Osbourne & Travis Scott),2019-09-06,0.0,4g1ZRSobMefqF6nelkgibi,0,1,229573,0.0903,7CZyCXKG6d5ALeq41sLzbw,melodic,audio_features,37i9dQZF1EIgLJJI0PCAq9
0.716,91.007,0.701,arabic,-3.671,0.324,0.732,"24kGoldn, iann dior",4,0.0361,80,https://api.spotify.com/v1/tracks/4jPy3l0RUwlUI9T5XHBW2m,spotify:track:4jPy3l0RUwlUI9T5XHBW2m,El Dorado,Arab X,https://api.spotify.com/v1/audio-analysis/4jPy3l0RUwlUI9T5XHBW2m,4jPy3l0RUwlUI9T5XHBW2m,Mood (feat. iann dior),2021-03-26,0.0,270o30h7cAlEhBnbuSpFZq,0,7,140533,0.174,4jPy3l0RUwlUI9T5XHBW2m,modern,audio_features,3gZgGRvDn9tTUy8n7699pD
0.395,76.984,0.793,arabic,-5.578,0.109,0.128,"Lil Baby, Gunna",4,0.385,69,https://api.spotify.com/v1/tracks/4F6yN5FsFW10Ucx7cLCzBh,spotify:track:4F6yN5FsFW10Ucx7cLCzBh,Street Gossip,Arab X,https://api.spotify.com/v1/audio-analysis/4F6yN5FsFW10Ucx7cLCzBh,4F6yN5FsFW10Ucx7cLCzBh,Ready (feat. Gunna),2018-11-30,1.4e-05,4iF44RCCybJtkBkMoqrLW2,1,1,213287,0.277,4F6yN5FsFW10Ucx7cLCzBh,modern,audio_features,3gZgGRvDn9tTUy8n7699pD
0.762,90.025,0.816,latin,-2.864,0.0845,0.782,"Blessd, Anuel AA",4,0.0565,72,https://api.spotify.com/v1/tracks/0fKK51bU6lcCCwdNnv64t3,spotify:track:0fKK51bU6lcCCwdNnv64t3,DEPORTIVO,Viva Latino,https://api.spotify.com/v1/audio-analysis/0fKK51bU6lcCCwdNnv64t3,0fKK51bU6lcCCwdNnv64t3,DEPORTIVO,2024-11-14,0.000404,4WDkA9vfa56hODrhY0LAhs,1,0,218701,0.534,0fKK51bU6lcCCwdNnv64t3,modern,audio_features,37i9dQZF1DX10zKzsJ2jva
0.581,130.033,0.613,ambient,-8.588,0.25,0.551,Taylor Swift,4,0.0424,83,https://api.spotify.com/v1/tracks/4R2kfaDFhslZEMJqAFNpdd,spotify:track:4R2kfaDFhslZEMJqAFNpdd,folklore,Dark Academia,https://api.spotify.com/v1/audio-analysis/4R2kfaDFhslZEMJqAFNpdd,4R2kfaDFhslZEMJqAFNpdd,cardigan,2020-07-24,0.000345,2fenSS68JI1h4Fo296JfGr,0,0,239560,0.537,4R2kfaDFhslZEMJqAFNpdd,academic,audio_features,6JH5nqQdmdNPuwEoCImWnj
0.952,122.093,0.398,rock,-6.042,0.1,0.584,Bruce Springsteen,4,0.061,72,https://api.spotify.com/v1/tracks/0dOg1ySSI7NkpAe89Zo0b9,spotify:track:0dOg1ySSI7NkpAe89Zo0b9,Born In The U.S.A.,80s Rock Anthems,https://api.spotify.com/v1/audio-analysis/0dOg1ySSI7NkpAe89Zo0b9,0dOg1ySSI7NkpAe89Zo0b9,Born in the U.S.A.,1984-06-04,7.75e-05,0PMasrHdpaoIRuHuhHp72O,1,4,278680,0.000373,0dOg1ySSI7NkpAe89Zo0b9,80s,audio_features,37i9dQZF1DX1spT6G94GFC
